table,variable,coef,se,z_abs,stars,spec,paper_title,journal,year,direction,positive,negative,estimated,note,t_stat,dependent,panel,leverage_measure,asset_class,pvalue,pvalue_bootstrap,pval
Table 7,2011:Q3×Class2/3Issuer,0.029,0.218,0.133,,Col (6),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,Class2/3Issuer×InterestRate,-0.057,0.005,11.4,***,Col (1),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,Class2/3Issuer×InterestRate,-0.048,0.005,9.6,***,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,InterestRate,0.048,0.004,12.0,***,Col (1),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,InterestRate,0.045,0.003,15.0,***,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,Class2/3Issuer×LoanVolume,0.01,0.001,10.0,***,Col (3),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,Class2/3Issuer×LoanVolume,0.009,0.001,9.0,***,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,LoanVolume,0.001,0.001,1.0,,Col (3),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,LoanVolume,-0.0,0.001,0.0,,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,Loan-to-Value,-0.0,0.0,,*,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,SE too small,,,,,,,,
Table 8,Loan-to-Value,-0.0,0.0,,,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,SE too small,,,,,,,,
Table 8,Debt-to-Income,0.063,0.009,7.0,***,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,Debt-to-Income,0.063,0.009,7.0,***,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,Log(MortgageSize),-0.006,0.005,1.2,,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,Log(MortgageSize),-0.009,0.005,1.8,*,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,StateGuarantee,0.086,0.011,7.818,***,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 8,StateGuarantee,0.079,0.011,7.182,***,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,After×Class2/3Issuer,0.008,0.002,4.0,***,Col (1),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,After×Class2/3Issuer,0.004,0.002,2.0,***,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,After×Class2/3Issuer,0.005,0.002,2.5,***,Col (3),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,After×Class2/3Issuer,0.005,0.002,2.5,***,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,Loan-to-Value,0.001,0.0,,***,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,SE too small,,,,,,,,
Table 9 Panel A,Loan-to-Value,0.001,0.0,,***,Col (3),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,SE too small,,,,,,,,
Table 9 Panel A,Debt-to-Income,0.008,0.001,8.0,***,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,Debt-to-Income,0.008,0.001,8.0,***,Col (3),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,Log(MortgageSize),-0.011,0.001,11.0,***,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,Log(MortgageSize),-0.011,0.001,11.0,***,Col (3),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,StateGuarantee,-0.002,0.001,2.0,*,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,After,-0.011,0.001,11.0,***,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel A,Class2/3Issuer,-0.002,0.001,2.0,*,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel B,Class2/3Issuer,-0.0,0.001,0.0,,Col (1),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel B,Class2/3Issuer,-0.003,0.002,1.5,,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel B,Class2/3Issuer,0.002,0.002,1.0,,Col (3),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel B,Class2/3Issuer,0.009,0.003,3.0,**,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel B,Class2/3Issuer×2010,-0.002,0.001,2.0,**,Col (5),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel B,Class2/3Issuer×2011,0.001,0.002,0.5,,Col (5),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel B,Class2/3Issuer×2012,0.002,0.001,2.0,,Col (5),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 9 Panel B,Class2/3Issuer×2013,0.007,0.003,2.333,***,Col (5),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 10,After×Class2/3Issuer,-0.107,0.027,3.963,***,Col (1),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 10,After×Class2/3Issuer,-0.084,0.021,4.0,***,Col (2),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 10,After×Class2/3Issuer,0.3,0.303,0.99,,Col (3),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 10,After×Class2/3Issuer,1.759,0.321,5.479,***,Col (4),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 10,After×Class2/3Issuer,0.002,0.002,1.0,,Col (5),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 10,After×Class2/3Issuer,0.007,0.002,3.5,***,Col (6),Does a Larger Menu Increase Appetite? Collateral Eligibility and Credit Supply,RFS,2017,-1,False,True,,,,,,,,,,
Table 4A,PinkSheets,0.095,,7.31,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,PinkSheets,0.127,,7.41,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,BB,0.236,,28.88,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,BB,0.247,,32.71,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,BB,0.287,,17.88,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,BB,0.317,,16.86,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,SCM (Benchmark or to/from OTC),0.793,,50.55,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,SCM (Benchmark or to/from OTC),0.686,,46.27,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,SCM (Benchmark or to/from OTC),0.952,,37.09,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,SCM (Benchmark or to/from OTC),0.81,,31.06,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Exchange (to/from OTC),0.997,,67.51,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Exchange (to/from OTC),0.706,,54.56,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Exchange (to/from OTC),1.1,,48.65,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Exchange (to/from OTC),0.797,,34.68,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Log(Market value),0.103,,47.64,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Log(Market value),0.074,,35.74,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Log(Market value),0.118,,44.18,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Log(Market value),0.07,,26.39,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Return volatility,0.11,,14.52,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Return volatility,0.045,,7.89,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Return volatility,0.111,,10.51,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4A,Return volatility,0.051,,6.53,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,PinkSheets,-0.063,,3.08,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,PinkSheets,-0.114,,4.83,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,BB,-0.101,,23.16,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,BB,-0.164,,28.31,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,BB,-0.15,,7.11,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,BB,-0.25,,10.26,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,SCM (Benchmark or to/from OTC),-0.148,,25.91,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,SCM (Benchmark or to/from OTC),-0.221,,24.62,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,SCM (Benchmark or to/from OTC),-0.198,,9.01,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,SCM (Benchmark or to/from OTC),-0.31,,11.92,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Exchange (to/from OTC),-0.133,,22.3,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Exchange (to/from OTC),-0.243,,29.44,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Exchange (to/from OTC),-0.188,,8.56,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Exchange (to/from OTC),-0.32,,12.65,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Log(Market value),0.012,,11.35,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Log(Market value),0.052,,32.41,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Log(Market value),0.011,,8.58,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Log(Market value),0.054,,26.46,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Return volatility,0.279,,33.24,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Return volatility,0.123,,13.16,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Return volatility,0.244,,23.12,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Return volatility,0.102,,8.8,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Cumulative return,0.063,,32.96,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Cumulative return,0.092,,47.83,***,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Cumulative return,0.063,,26.45,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Cumulative return,0.092,,39.17,***,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Share turnover,0.015,,5.56,***,Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Share turnover,0.008,,2.44,**,Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Share turnover,0.014,,4.24,***,Col (3),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 4B,Share turnover,0.005,,1.44,,Col (4),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,Manual,0.051,,7.17,***,All venues Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,Manual,0.057,,9.71,***,All venues Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,Manual,0.111,,10.15,***,NBB only Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,Manual,0.091,,12.24,***,NBB only Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,SEC,0.042,,4.17,***,All venues Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,SEC,0.049,,6.39,***,All venues Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,SEC,0.061,,5.88,***,NBB only Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,SEC,0.047,,6.23,***,NBB only Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,Manual,0.044,,5.8,***,Prop. matched sample All venues,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,Manual,0.04,,5.89,***,Prop. matched sample NBB only,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,SEC,0.025,,2.17,**,Prop. matched sample All venues,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5A,SEC,0.02,,1.79,*,Prop. matched sample NBB only,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,Manual,-0.03,,11.54,***,All venues Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,Manual,-0.004,,1.01,,All venues Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,Manual,-0.051,,5.59,***,NBB only Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,Manual,-0.016,,1.41,,NBB only Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,SEC,-0.049,,6.7,***,All venues Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,SEC,-0.071,,8.43,***,All venues Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,SEC,-0.039,,4.75,***,NBB only Col (1),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,SEC,-0.07,,5.86,***,NBB only Col (2),The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,Manual,-0.023,,8.41,***,Prop. matched sample All venues,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,Manual,0.001,,0.28,,Prop. matched sample NBB only,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,SEC,-0.049,,5.15,***,Prop. matched sample All venues,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5B,SEC,-0.067,,3.51,***,Prop. matched sample NBB only,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5C,E-ticker,-0.035,,5.86,***,[1] Liquidity,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5C,E-ticker,0.123,,21.27,***,[1] Crash risk,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5C,E-ticker BB-to-BB,-0.027,,3.67,***,[2a] Liquidity,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5C,E-ticker BB-to-BB,0.02,,3.45,***,[2a] Crash risk,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5C,E-ticker BB-to-NBB,-0.049,,5.27,***,[2b] Liquidity,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 5C,E-ticker BB-to-NBB,0.311,,28.0,***,[2b] Crash risk,The Twilight Zone: OTC Regulatory Regimes and Market Quality,RFS,2017,1,True,False,False,,,,,,,,,
Table 2,Debt Beta,105.4,,,***,Col (1),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,OLS with robust standard errors clustered at year and issuer level,,,,,,,,
Table 2,Log(Debt Residual Volatility),,,,ns,Col (1),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,False,Not significant,,,,,,,,
Table 2,Debt Beta,,,,***,Col (2),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Fama-MacBeth regression,,,,,,,,
Table 2,Debt Beta,,,,***,Col (3),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,OLS subsample with bid-ask spreads,,,,,,,,
Table 2,Bid-Ask Spread,,,,**,Col (3),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Subsample with bid-ask data,,,,,,,,
Table 2,Debt Beta,,,,***,Col (4),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Fama-MacBeth subsample with bid-ask spreads,,,,,,,,
Table 4,Debt Beta,,,,**,Col (1),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,"OLS syndicated loans, robust standard errors clustered at year and issuer level",,,,,,,,
Table 4,Debt Beta,,,,**,Col (2),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,OLS syndicated loans with residual volatility,,,,,,,,
Table 4,Log(Debt Residual Volatility),,,,**,Col (2),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Significant in loan regressions,,,,,,,,
Table 4,Debt Beta,,,,**,Col (3),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Fama-MacBeth syndicated loans,,,,,,,,
Table 4,Debt Beta,,,,**,Col (4),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Fama-MacBeth syndicated loans with residual volatility,,,,,,,,
Table 4,Log(Debt Residual Volatility),,,,**,Col (4),Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Significant in Fama-MacBeth specification,,,,,,,,
Table 5,Debt Beta,,,,**,"Panel A, Col (1)",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,"Bond ratings, significant without residual volatility",,,,,,,,
Table 5,Debt Beta,,,,ns,"Panel A, Col (2)",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,False,"Bond ratings, insignificant with residual volatility",,,,,,,,
Table 5,Log(Debt Residual Volatility),,,,**,"Panel A, Col (2)",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,"Bond ratings, significant",,,,,,,,
Table 5,Debt Beta,,,,**,"Panel A, Col (3)",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Fama-MacBeth bond ratings,,,,,,,,
Table 5,Debt Beta,1.827,,,*,"Panel A, Col (4)",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,"Fama-MacBeth bond ratings with residual volatility, marginally significant at 10%",,,,,,,,
Table 5,Log(Debt Residual Volatility),,,,**,"Panel A, Col (4)",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,"Fama-MacBeth bond ratings, significant",,,,,,,,
Table 5,Debt Beta,,,,**,Panel A Ordered Probit,Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Ordered probit bond ratings,,,,,,,,
Table 5,Log(Debt Residual Volatility),,,,**,Panel A Ordered Probit,Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,Ordered probit bond ratings,,,,,,,,
Table 5,Debt Beta,,,,**,"Panel B, Col (1)",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,"Loan ratings, significant without residual volatility",,,,,,,,
Table 5,Debt Beta,,,,ns,"Panel B, Col (2)",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,False,"Loan ratings, insignificant with residual volatility",,,,,,,,
Table 5,Log(Debt Residual Volatility),,,,**,"Panel B, Col (2)",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,"Loan ratings, significant",,,,,,,,
Table 5,Debt Beta,,,,ns,"Panel B, All specifications",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,False,"Loan ratings, never significant when residual volatility included",,,,,,,,
Table 5,Log(Debt Residual Volatility),,,,**,"Panel B, All specifications",Ratings-Based Regulation and Systematic Risk Incentives,RFS,2018,-1,False,True,True,"Loan ratings, always significant",,,,,,,,
Table 10,CEB,-0.09,0.05,1.8,*,Col (1),Banks Response to Higher Capital Requirements: Evidence from a Quasi-Natural Experiment,RFS,2018,-1,False,True,,,,,,,,,,
Table 10,CEB,-0.14,0.08,1.75,*,Col (2),Banks Response to Higher Capital Requirements: Evidence from a Quasi-Natural Experiment,RFS,2018,-1,False,True,,,,,,,,,,
Table 10,CEB,-0.16,0.08,2.0,**,Col (3),Banks Response to Higher Capital Requirements: Evidence from a Quasi-Natural Experiment,RFS,2018,-1,False,True,,,,,,,,,,
Table 10,CEB,-0.16,0.07,2.286,**,Col (4),Banks Response to Higher Capital Requirements: Evidence from a Quasi-Natural Experiment,RFS,2018,-1,False,True,,,,,,,,,,
Table 10,CEB,-0.17,0.07,2.429,**,Col (5),Banks Response to Higher Capital Requirements: Evidence from a Quasi-Natural Experiment,RFS,2018,-1,False,True,,,,,,,,,,
Table 4,q,0.151,0.012,12.583,***,Col (1),Is Silence Golden? Real Effects of Mandatory Disclosure,RFS,2018,-1,False,True,,,,,,,,,,
