table,variable,coef,se,z_abs,stars,spec,paper_title,wp_number,year,direction,positive,negative,published_top3,pvalue,estimated,note,estimated_z,dep_var,panel,p_value,t_stat
Table 2,Years in NA ≤5,-0.05,0.069,0.725,,"Panel A, Col (1)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA ≤5,-0.114,0.104,1.096,,"Panel A, Col (2)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA ≤5,-0.105,0.098,1.071,,"Panel A, Col (3)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA ≤5,-0.028,0.054,0.519,,"Panel A, Col (4)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA ≤5,-0.088,0.076,1.158,,"Panel A, Col (5)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.244,0.103,2.369,**,"Panel A, Col (1)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.406,0.147,2.762,***,"Panel A, Col (2)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.329,0.139,2.367,**,"Panel A, Col (3)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.147,0.076,1.934,*,"Panel A, Col (4)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.252,0.103,2.447,**,"Panel A, Col (5)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.383,0.135,2.837,***,"Panel A, Col (1)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.584,0.18,3.244,***,"Panel A, Col (2)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.516,0.164,3.146,***,"Panel A, Col (3)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.078,0.101,0.772,,"Panel A, Col (4)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.363,0.126,2.881,***,"Panel A, Col (5)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA ≤5,-0.144,0.088,1.636,,"Panel B, Col (1)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA ≤5,-0.157,0.11,1.427,,"Panel B, Col (2)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA ≤5,-0.055,0.123,0.447,,"Panel B, Col (3)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA ≤5,-0.054,0.083,0.651,,"Panel B, Col (4)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA ≤5,-0.006,0.08,0.075,,"Panel B, Col (5)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.023,0.103,0.223,,"Panel B, Col (1)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.076,0.133,0.571,,"Panel B, Col (2)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.027,0.147,0.184,,"Panel B, Col (3)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.02,0.129,0.155,,"Panel B, Col (4)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,"Years in NA ∈[6,10]",-0.038,0.118,0.322,,"Panel B, Col (5)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.049,0.118,0.415,,"Panel B, Col (1)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.112,0.148,0.757,,"Panel B, Col (2)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.043,0.158,0.272,,"Panel B, Col (3)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.023,0.162,0.142,,"Panel B, Col (4)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 2,Years in NA >10,-0.037,0.139,0.266,,"Panel B, Col (5)",Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 3,First NA × 1[Built Before 1963],0.042,0.021,2.0,**,Col (1),Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 3,First NA × 1[Built Before 1963],0.048,0.017,2.824,***,Col (2),Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 3,First NA × 1[Built Between 1963-1971],0.036,0.027,1.333,,Col (1),Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 3,First NA × 1[Built Between 1963-1971],-0.057,0.051,1.118,,Col (2),Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 4,Capacity-Weighted Spillover NA,-0.019,0.151,0.126,,Col (1),Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 4,Capacity-Weighted Spillover NA,-0.061,0.192,0.318,,Col (2),Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 4,Output-Weighted Spillover NA,0.001,0.146,0.007,,Col (3),Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 4,Output-Weighted Spillover NA,0.004,0.189,0.021,,Col (4),Impacts of the Clean Air Act on the Power Sector from 1938-1994: Anticipation and Adaptation,w28962,2021,-1,False,True,False,,,,,,,,
Table 1,Count of appliance types held,0.013,0.005,2.6,***,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Count of appliance types held,0.047,0.042,1.119,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Count of appliance types held,-0.006,0.014,0.429,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Has a TV,0.065,0.061,1.066,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Has a TV,0.021,0.102,0.206,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Has a TV,-0.083,0.051,1.627,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Has a refrigerator,0.002,0.035,0.057,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Has a refrigerator,1.183,0.468,2.529,**,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Has a refrigerator,0.164,0.055,2.982,***,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Has a generator,0.069,0.065,1.062,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Total spending in last 7 days excl. food and energy (USD 10s),-0.0,0.0,,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Total spending in last 7 days excl. food (USD 10s),-0.011,0.004,2.75,**,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Total spending in last 7 days excl. food (USD 10s),0.001,0.001,1.0,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Food spending in last 7 days (USD 10s),-0.003,0.006,0.5,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Food spending in last 7 days (USD 10s),0.002,0.006,0.333,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Food spending in last 7 days (USD 10s),-0.003,0.002,1.5,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Non-electricity energy spending in last 7 days (USD 10s),-0.019,0.018,1.056,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Electricity spending in last 7 days,0.045,0.046,0.978,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Electricity spending in last 7 days,-0.011,0.024,0.458,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Last 30 days electricity spending (USD 100s),-0.034,0.109,0.312,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Meter balance (kWh),-0.001,0.001,1.0,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Meter balance (kWh),-0.0,0.001,0.0,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Shares meter with other users,-0.033,0.031,1.065,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Weeks between prepaid meter topups,0.012,0.007,1.714,*,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Outage hours in past 30 days (100s),-0.069,0.036,1.917,*,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Received any gov't electricity relief,0.048,0.029,1.655,*,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,"Received cash from gov't, politician, or NGO in past 7 days",0.156,0.119,1.311,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,"Received goods from gov't, politician, or NGO in past 7 days",-0.004,0.094,0.043,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Received any gov't or NGO assistance in past 14 days,-0.018,0.131,0.137,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Received any gov't or NGO assistance in past 14 days,0.143,0.106,1.349,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Respondent age,0.004,0.001,4.0,***,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Respondent age,-0.0,0.002,0.0,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Respondent age,0.003,0.004,0.75,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Respondent is female,-0.039,0.03,1.3,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Respondent is female,-0.039,0.071,0.549,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Number of adults (>=18),-0.0,0.008,0.0,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Number of adults (>=18),-0.033,0.023,1.435,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Number of adults (>=18),0.002,0.018,0.111,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Number of children (<18),0.004,0.009,0.444,,Col (1) Ghana,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Number of children (<18),-0.024,0.015,1.6,,Col (2) Rural Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 1,Number of children (<18),0.003,0.018,0.167,,Col (3) Urban Kenya,Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (kWh),42.73,4.32,9.891,***,"Panel A Urban, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (kWh),3.21,4.1,0.783,,"Panel A Urban, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (kWh),9.89,5.2,1.902,*,"Panel A Urban, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (approx value in USD),3.91,0.4,9.775,***,"Panel A Urban, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (approx value in USD),0.29,0.38,0.763,,"Panel A Urban, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (approx value in USD),0.91,0.48,1.896,*,"Panel A Urban, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Prepaid electricity expenditure in the past 2 weeks in USD,-0.58,0.14,4.143,***,"Panel A Urban, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Prepaid electricity expenditure in the past 2 weeks in USD,0.26,0.18,1.444,,"Panel A Urban, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Prepaid electricity expenditure in the past 2 weeks in USD,0.17,0.18,0.944,,"Panel A Urban, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Meter balance (kWh),15.48,1.69,9.158,***,"Panel A Urban, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Meter balance (kWh),-1.43,1.2,1.192,,"Panel A Urban, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Meter balance (kWh),3.96,1.84,2.152,**,"Panel A Urban, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity),0.17,0.14,1.214,,"Panel A Urban, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity),0.1,0.17,0.588,,"Panel A Urban, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity),0.12,0.16,0.75,,"Panel A Urban, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity and charcoal),-0.03,0.04,0.75,,"Panel A Urban, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity and charcoal),0.05,0.06,0.833,,"Panel A Urban, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity and charcoal),-0.01,0.04,0.25,,"Panel A Urban, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Non-energy spending in the past 7 days in USD,-1.09,2.01,0.542,,"Panel A Urban, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Non-energy spending in the past 7 days in USD,-3.0,2.38,1.261,,"Panel A Urban, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Non-energy spending in the past 7 days in USD,-0.69,2.39,0.289,,"Panel A Urban, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Dissaving (pc) in the past 14 days in USD,2.09,2.73,0.766,,"Panel A Urban, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Dissaving (pc) in the past 14 days in USD,3.51,5.73,0.612,,"Panel A Urban, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Dissaving (pc) in the past 14 days in USD,-0.06,2.6,0.023,,"Panel A Urban, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Total consumption in the past 7 days in USD,-0.94,2.08,0.452,,"Panel A Urban, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Total consumption in the past 7 days in USD,-2.51,2.46,1.02,,"Panel A Urban, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Total consumption in the past 7 days in USD,-0.3,2.44,0.123,,"Panel A Urban, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (kWh),30.21,3.7,8.165,***,"Panel B Rural, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (kWh),20.57,5.97,3.443,***,"Panel B Rural, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (kWh),6.2,4.76,1.303,,"Panel B Rural, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (approx value in USD),2.77,0.34,8.147,***,"Panel B Rural, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (approx value in USD),1.88,0.55,3.418,***,"Panel B Rural, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Electricity usages since baseline (approx value in USD),0.57,0.44,1.295,,"Panel B Rural, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Prepaid electricity expenditure in the past 2 weeks in USD,-0.4,0.1,4.0,***,"Panel B Rural, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Prepaid electricity expenditure in the past 2 weeks in USD,0.07,0.14,0.5,,"Panel B Rural, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Prepaid electricity expenditure in the past 2 weeks in USD,-0.27,0.11,2.455,**,"Panel B Rural, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Meter balance (kWh),13.32,1.61,8.273,***,"Panel B Rural, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Meter balance (kWh),1.93,2.0,0.965,,"Panel B Rural, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Meter balance (kWh),7.74,2.19,3.534,***,"Panel B Rural, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity),0.35,0.12,2.917,***,"Panel B Rural, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity),-0.17,0.12,1.417,,"Panel B Rural, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity),0.17,0.17,1.0,,"Panel B Rural, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity and charcoal),0.06,0.08,0.75,,"Panel B Rural, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity and charcoal),0.01,0.11,0.091,,"Panel B Rural, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Energy spending in the past 7 days in USD (excl. electricity and charcoal),0.04,0.1,0.4,,"Panel B Rural, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Non-energy spending in the past 7 days in USD,3.62,1.64,2.207,**,"Panel B Rural, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Non-energy spending in the past 7 days in USD,0.89,1.84,0.484,,"Panel B Rural, 500Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Non-energy spending in the past 7 days in USD,-0.29,1.99,0.146,,"Panel B Rural, 350Ksh vs Tokens",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 2,Dissaving (pc) in the past 14 days in USD,-1.88,1.32,1.424,,"Panel B Rural, Token",Money or Power? Financial Infrastructure and Optimal Policy,w29086,2021,0,False,False,False,,,,,,,,
Table 3,Bank Complexity,1.769,0.8237,2.15,**,Col (1),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Total Assets,0.2139,0.0364,5.87,***,Col (1),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Tier1 Ratio,-0.1592,0.0496,3.21,***,Col (1),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Market-to-Book,-0.1114,0.2532,0.44,,Col (1),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Entrenched CEO,-0.0149,0.4966,0.03,,Col (1),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Bank Complexity,0.9044,0.9523,0.95,,Col (2),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Total Assets,0.2659,0.0512,5.19,***,Col (2),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Tier1 Ratio,-0.1591,0.0547,2.91,***,Col (2),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Market-to-Book,-0.3453,0.2829,1.22,,Col (2),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Entrenched CEO,0.1772,0.5906,0.3,,Col (2),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,NII/Assets,-3.458,20.3411,0.17,,Col (2),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Trading/Assets,17.3602,7.0858,2.45,**,Col (2),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Deposits/Assets,2.6018,1.8181,1.43,,Col (2),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Bank Complexity,0.7534,1.2763,0.59,,Col (3),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
Table 3,Total Assets,0.0546,0.1213,0.45,,Col (3),Why do Bank Boards have Risk Committees?,w29106,2021,0,False,False,False,,,,,,,,
